PeriodStart,PeriodEnd,Period,AirTemp,GtiFixedTilt,PanelTemp,PanelOutput
2019-12-31T00:00:00Z,2019-12-31T00:10:00Z,PT10M,4.3,12,4.675,0.0
2019-12-31T00:10:00Z,2019-12-31T00:20:00Z,PT10M,4.2,4,4.325,0.0
2019-12-31T00:20:00Z,2019-12-31T00:30:00Z,PT10M,4.1,0,4.1,0.0
2019-12-31T00:30:00Z,2019-12-31T00:40:00Z,PT10M,4.0,0,4.0,0.0
2019-12-31T00:40:00Z,2019-12-31T00:50:00Z,PT10M,3.9,0,3.9,0.0
2019-12-31T00:50:00Z,2019-12-31T01:00:00Z,PT10M,3.8,0,3.8,0.0
2019-12-31T01:00:00Z,2019-12-31T01:10:00Z,PT10M,3.7,0,3.7,0.0
2019-12-31T01:10:00Z,2019-12-31T01:20:00Z,PT10M,3.6,0,3.6,0.0
2019-12-31T01:20:00Z,2019-12-31T01:30:00Z,PT10M,3.5,0,3.5,0.0
2019-12-31T01:30:00Z,2019-12-31T01:40:00Z,PT10M,3.5,0,3.5,0.0
2019-12-31T01:40:00Z,2019-12-31T01:50:00Z,PT10M,3.4,0,3.4,0.0
2019-12-31T01:50:00Z,2019-12-31T02:00:00Z,PT10M,3.3,0,3.3,0.0
2019-12-31T02:00:00Z,2019-12-31T02:10:00Z,PT10M,3.2,0,3.2,0.0
2019-12-31T02:10:00Z,2019-12-31T02:20:00Z,PT10M,3.1,0,3.1,0.0
2019-12-31T02:20:00Z,2019-12-31T02:30:00Z,PT10M,3.0,0,3.0,0.0
2019-12-31T02:30:00Z,2019-12-31T02:40:00Z,PT10M,2.8,0,2.8,0.0
2019-12-31T02:40:00Z,2019-12-31T02:50:00Z,PT10M,2.7,0,2.7,0.0
2019-12-31T02:50:00Z,2019-12-31T03:00:00Z,PT10M,2.6,0,2.6,0.0
2019-12-31T03:00:00Z,2019-12-31T03:10:00Z,PT10M,2.5,0,2.5,0.0
2019-12-31T03:10:00Z,2019-12-31T03:20:00Z,PT10M,2.5,0,2.5,0.0
2019-12-31T03:20:00Z,2019-12-31T03:30:00Z,PT10M,2.5,0,2.5,0.0
2019-12-31T03:30:00Z,2019-12-31T03:40:00Z,PT10M,2.6,0,2.6,0.0
2019-12-31T03:40:00Z,2019-12-31T03:50:00Z,PT10M,2.6,0,2.6,0.0
2019-12-31T03:50:00Z,2019-12-31T04:00:00Z,PT10M,2.6,0,2.6,0.0
2019-12-31T04:00:00Z,2019-12-31T04:10:00Z,PT10M,2.6,0,2.6,0.0
2019-12-31T04:10:00Z,2019-12-31T04:20:00Z,PT10M,2.7,0,2.7,0.0
2019-12-31T04:20:00Z,2019-12-31T04:30:00Z,PT10M,2.7,0,2.7,0.0
2019-12-31T04:30:00Z,2019-12-31T04:40:00Z,PT10M,2.8,0,2.8,0.0
2019-12-31T04:40:00Z,2019-12-31T04:50:00Z,PT10M,2.8,0,2.8,0.0
2019-12-31T04:50:00Z,2019-12-31T05:00:00Z,PT10M,2.9,0,2.9,0.0
2019-12-31T05:00:00Z,2019-12-31T05:10:00Z,PT10M,3.0,0,3.0,0.0
2019-12-31T05:10:00Z,2019-12-31T05:20:00Z,PT10M,3.1,0,3.1,0.0
2019-12-31T05:20:00Z,2019-12-31T05:30:00Z,PT10M,3.2,0,3.2,0.0
2019-12-31T05:30:00Z,2019-12-31T05:40:00Z,PT10M,3.2,0,3.2,0.0
2019-12-31T05:40:00Z,2019-12-31T05:50:00Z,PT10M,3.4,0,3.4,0.0
2019-12-31T05:50:00Z,2019-12-31T06:00:00Z,PT10M,3.4,0,3.4,0.0
2019-12-31T06:00:00Z,2019-12-31T06:10:00Z,PT10M,3.5,0,3.5,0.0
2019-12-31T06:10:00Z,2019-12-31T06:20:00Z,PT10M,3.5,0,3.5,0.0
2019-12-31T06:20:00Z,2019-12-31T06:30:00Z,PT10M,3.5,0,3.5,0.0
2019-12-31T06:30:00Z,2019-12-31T06:40:00Z,PT10M,3.6,0,3.6,0.0
2019-12-31T06:40:00Z,2019-12-31T06:50:00Z,PT10M,3.6,0,3.6,0.0
2019-12-31T06:50:00Z,2019-12-31T07:00:00Z,PT10M,3.6,0,3.6,0.0
2019-12-31T07:00:00Z,2019-12-31T07:10:00Z,PT10M,3.6,0,3.6,0.0
2019-12-31T07:10:00Z,2019-12-31T07:20:00Z,PT10M,3.4,0,3.4,0.0
2019-12-31T07:20:00Z,2019-12-31T07:30:00Z,PT10M,3.4,0,3.4,0.0
2019-12-31T07:30:00Z,2019-12-31T07:40:00Z,PT10M,3.2,0,3.2,0.0
2019-12-31T07:40:00Z,2019-12-31T07:50:00Z,PT10M,3.2,0,3.2,0.0
2019-12-31T07:50:00Z,2019-12-31T08:00:00Z,PT10M,3.0,0,3.0,0.0
2019-12-31T08:00:00Z,2019-12-31T08:10:00Z,PT10M,3.0,0,3.0,0.0
2019-12-31T08:10:00Z,2019-12-31T08:20:00Z,PT10M,3.0,0,3.0,0.0
2019-12-31T08:20:00Z,2019-12-31T08:30:00Z,PT10M,3.0,0,3.0,0.0
2019-12-31T08:30:00Z,2019-12-31T08:40:00Z,PT10M,3.0,0,3.0,0.0
2019-12-31T08:40:00Z,2019-12-31T08:50:00Z,PT10M,3.0,0,3.0,0.0
2019-12-31T08:50:00Z,2019-12-31T09:00:00Z,PT10M,3.0,0,3.0,0.0
2019-12-31T09:00:00Z,2019-12-31T09:10:00Z,PT10M,3.0,0,3.0,0.0
2019-12-31T09:10:00Z,2019-12-31T09:20:00Z,PT10M,3.1,0,3.1,0.0
2019-12-31T09:20:00Z,2019-12-31T09:30:00Z,PT10M,3.2,0,3.2,0.0
2019-12-31T09:30:00Z,2019-12-31T09:40:00Z,PT10M,3.3,0,3.3,0.0
2019-12-31T09:40:00Z,2019-12-31T09:50:00Z,PT10M,3.4,0,3.4,0.0
2019-12-31T09:50:00Z,2019-12-31T10:00:00Z,PT10M,3.5,0,3.5,0.0
2019-12-31T10:00:00Z,2019-12-31T10:10:00Z,PT10M,3.5,0,3.5,0.0
2019-12-31T10:10:00Z,2019-12-31T10:20:00Z,PT10M,3.6,0,3.6,0.0
2019-12-31T10:20:00Z,2019-12-31T10:30:00Z,PT10M,3.6,0,3.6,0.0
2019-12-31T10:30:00Z,2019-12-31T10:40:00Z,PT10M,3.7,0,3.7,0.0
2019-12-31T10:40:00Z,2019-12-31T10:50:00Z,PT10M,3.7,0,3.7,0.0
2019-12-31T10:50:00Z,2019-12-31T11:00:00Z,PT10M,3.8,0,3.8,0.0
2019-12-31T11:00:00Z,2019-12-31T11:10:00Z,PT10M,3.8,0,3.8,0.0
2019-12-31T11:10:00Z,2019-12-31T11:20:00Z,PT10M,3.7,0,3.7,0.0
2019-12-31T11:20:00Z,2019-12-31T11:30:00Z,PT10M,3.6,0,3.6,0.0
2019-12-31T11:30:00Z,2019-12-31T11:40:00Z,PT10M,3.5,0,3.5,0.0
2019-12-31T11:40:00Z,2019-12-31T11:50:00Z,PT10M,3.4,0,3.4,0.0
2019-12-31T11:50:00Z,2019-12-31T12:00:00Z,PT10M,3.3,0,3.3,0.0
2019-12-31T12:00:00Z,2019-12-31T12:10:00Z,PT10M,3.3,0,3.3,0.0
2019-12-31T12:10:00Z,2019-12-31T12:20:00Z,PT10M,3.3,0,3.3,0.0
2019-12-31T12:20:00Z,2019-12-31T12:30:00Z,PT10M,3.3,0,3.3,0.0
2019-12-31T12:30:00Z,2019-12-31T12:40:00Z,PT10M,3.4,0,3.4,0.0
2019-12-31T12:40:00Z,2019-12-31T12:50:00Z,PT10M,3.4,0,3.4,0.0
2019-12-31T12:50:00Z,2019-12-31T13:00:00Z,PT10M,3.4,0,3.4,0.0
2019-12-31T13:00:00Z,2019-12-31T13:10:00Z,PT10M,3.4,0,3.4,0.0
2019-12-31T13:10:00Z,2019-12-31T13:20:00Z,PT10M,3.4,0,3.4,0.0
2019-12-31T13:20:00Z,2019-12-31T13:30:00Z,PT10M,3.4,0,3.4,0.0
2019-12-31T13:30:00Z,2019-12-31T13:40:00Z,PT10M,3.3,0,3.3,0.0
2019-12-31T13:40:00Z,2019-12-31T13:50:00Z,PT10M,3.3,0,3.3,0.0
2019-12-31T13:50:00Z,2019-12-31T14:00:00Z,PT10M,3.3,0,3.3,0.0
2019-12-31T14:00:00Z,2019-12-31T14:10:00Z,PT10M,3.4,0,3.4,0.0
2019-12-31T14:10:00Z,2019-12-31T14:20:00Z,PT10M,3.4,0,3.4,0.0
2019-12-31T14:20:00Z,2019-12-31T14:30:00Z,PT10M,3.6,0,3.6,0.0
2019-12-31T14:30:00Z,2019-12-31T14:40:00Z,PT10M,3.6,0,3.6,0.0
2019-12-31T14:40:00Z,2019-12-31T14:50:00Z,PT10M,3.8,0,3.8,0.0
2019-12-31T14:50:00Z,2019-12-31T15:00:00Z,PT10M,3.9,0,3.9,0.0
2019-12-31T15:00:00Z,2019-12-31T15:10:00Z,PT10M,3.8,0,3.8,0.0
2019-12-31T15:10:00Z,2019-12-31T15:20:00Z,PT10M,3.7,0,3.7,0.0
2019-12-31T15:20:00Z,2019-12-31T15:30:00Z,PT10M,3.6,0,3.6,0.0
2019-12-31T15:30:00Z,2019-12-31T15:40:00Z,PT10M,3.4,0,3.4,0.0
2019-12-31T15:40:00Z,2019-12-31T15:50:00Z,PT10M,3.3,0,3.3,0.0
2019-12-31T15:50:00Z,2019-12-31T16:00:00Z,PT10M,3.2,3,3.29375,0.0
2019-12-31T16:00:00Z,2019-12-31T16:10:00Z,PT10M,3.1,10,3.4125,0.0
2019-12-31T16:10:00Z,2019-12-31T16:20:00Z,PT10M,3.1,16,3.6,0.0
2019-12-31T16:20:00Z,2019-12-31T16:30:00Z,PT10M,3.1,16,3.6,0.0
2019-12-31T16:30:00Z,2019-12-31T16:40:00Z,PT10M,3.2,25,3.98125,0.0
2019-12-31T16:40:00Z,2019-12-31T16:50:00Z,PT10M,3.2,26,4.0125,0.0
2019-12-31T16:50:00Z,2019-12-31T17:00:00Z,PT10M,3.2,25,3.98125,0.0
2019-12-31T17:00:00Z,2019-12-31T17:10:00Z,PT10M,3.3,29,4.20625,0.0
2019-12-31T17:10:00Z,2019-12-31T17:20:00Z,PT10M,3.5,31,4.46875,0.0
2019-12-31T17:20:00Z,2019-12-31T17:30:00Z,PT10M,3.7,37,4.85625,0.0
2019-12-31T17:30:00Z,2019-12-31T17:40:00Z,PT10M,4.0,54,5.6875,0.0
2019-12-31T17:40:00Z,2019-12-31T17:50:00Z,PT10M,4.2,44,5.575,0.0
2019-12-31T17:50:00Z,2019-12-31T18:00:00Z,PT10M,4.4,87,7.11875,0.03335625
2019-12-31T18:00:00Z,2019-12-31T18:10:00Z,PT10M,4.6,79,7.06875,0.02520625
2019-12-31T18:10:00Z,2019-12-31T18:20:00Z,PT10M,4.7,92,7.575,0.039725
2019-12-31T18:20:00Z,2019-12-31T18:30:00Z,PT10M,4.8,115,8.39375,0.06518125
2019-12-31T18:30:00Z,2019-12-31T18:40:00Z,PT10M,4.9,96,7.9,0.0447
2019-12-31T18:40:00Z,2019-12-31T18:50:00Z,PT10M,5.0,95,7.96875,0.04390625
2019-12-31T18:50:00Z,2019-12-31T19:00:00Z,PT10M,5.1,88,7.85,0.03655
2019-12-31T19:00:00Z,2019-12-31T19:10:00Z,PT10M,5.3,102,8.4875,0.0524625
2019-12-31T19:10:00Z,2019-12-31T19:20:00Z,PT10M,5.4,126,9.3375,0.0790125
2019-12-31T19:20:00Z,2019-12-31T19:30:00Z,PT10M,5.5,462,19.9375,0.4468125
2019-12-31T19:30:00Z,2019-12-31T19:40:00Z,PT10M,5.7,185,11.48125,0.14444375
2019-12-31T19:40:00Z,2019-12-31T19:50:00Z,PT10M,5.8,131,9.89375,0.08568125
2019-12-31T19:50:00Z,2019-12-31T20:00:00Z,PT10M,5.9,79,8.36875,0.02910625
2019-12-31T20:00:00Z,2019-12-31T20:10:00Z,PT10M,6.1,75,8.44375,0.02533125
2019-12-31T20:10:00Z,2019-12-31T20:20:00Z,PT10M,6.3,97,9.33125,0.04999375
2019-12-31T20:20:00Z,2019-12-31T20:30:00Z,PT10M,6.5,115,10.09375,0.07028125
2019-12-31T20:30:00Z,2019-12-31T20:40:00Z,PT10M,6.6,213,13.25625,0.17776875
2019-12-31T20:40:00Z,2019-12-31T20:50:00Z,PT10M,6.8,177,12.33125,0.13899375
2019-12-31T20:50:00Z,2019-12-31T21:00:00Z,PT10M,7.0,93,9.90625,0.04771875
2019-12-31T21:00:00Z,2019-12-31T21:10:00Z,PT10M,7.2,94,10.1375,0.0494125
2019-12-31T21:10:00Z,2019-12-31T21:20:00Z,PT10M,7.3,97,10.33125,0.05299375
2019-12-31T21:20:00Z,2019-12-31T21:30:00Z,PT10M,7.4,89,10.18125,0.04454375
2019-12-31T21:30:00Z,2019-12-31T21:40:00Z,PT10M,7.6,71,9.81875,0.02545625
2019-12-31T21:40:00Z,2019-12-31T21:50:00Z,PT10M,7.7,107,11.04375,0.06513125
2019-12-31T21:50:00Z,2019-12-31T22:00:00Z,PT10M,7.8,55,9.51875,0.00855625
2019-12-31T22:00:00Z,2019-12-31T22:10:00Z,PT10M,7.8,63,9.76875,0.01730625
2019-12-31T22:10:00Z,2019-12-31T22:20:00Z,PT10M,7.8,36,8.925,0.0
2019-12-31T22:20:00Z,2019-12-31T22:30:00Z,PT10M,7.6,37,8.75625,0.0
2019-12-31T22:30:00Z,2019-12-31T22:40:00Z,PT10M,7.6,43,8.94375,0.0
2019-12-31T22:40:00Z,2019-12-31T22:50:00Z,PT10M,7.5,20,8.125,0.0
2019-12-31T22:50:00Z,2019-12-31T23:00:00Z,PT10M,7.4,17,7.93125,0.0
2019-12-31T23:00:00Z,2019-12-31T23:10:00Z,PT10M,7.3,24,8.05,0.0
