PeriodEnd,PeriodStart,Period,AirTemp,GtiFixedTilt,PanelTemp,PanelOutput
2019-12-31T00:10:00Z,2019-12-31T00:00:00Z,PT10M,7.3,0,7.3,0
2019-12-31T00:20:00Z,2019-12-31T00:10:00Z,PT10M,7.2,0,7.2,0
2019-12-31T00:30:00Z,2019-12-31T00:20:00Z,PT10M,7.1,0,7.1,0
2019-12-31T00:40:00Z,2019-12-31T00:30:00Z,PT10M,7.1,0,7.1,0
2019-12-31T00:50:00Z,2019-12-31T00:40:00Z,PT10M,7,0,7,0
2019-12-31T01:00:00Z,2019-12-31T00:50:00Z,PT10M,6.9,0,6.9,0
2019-12-31T01:10:00Z,2019-12-31T01:00:00Z,PT10M,6.9,0,6.9,0
2019-12-31T01:20:00Z,2019-12-31T01:10:00Z,PT10M,6.8,0,6.8,0
2019-12-31T01:30:00Z,2019-12-31T01:20:00Z,PT10M,6.8,0,6.8,0
2019-12-31T01:40:00Z,2019-12-31T01:30:00Z,PT10M,6.8,0,6.8,0
2019-12-31T01:50:00Z,2019-12-31T01:40:00Z,PT10M,6.8,0,6.8,0
2019-12-31T02:00:00Z,2019-12-31T01:50:00Z,PT10M,6.7,0,6.7,0
2019-12-31T02:10:00Z,2019-12-31T02:00:00Z,PT10M,6.6,0,6.6,0
2019-12-31T02:20:00Z,2019-12-31T02:10:00Z,PT10M,6.5,0,6.5,0
2019-12-31T02:30:00Z,2019-12-31T02:20:00Z,PT10M,6.4,0,6.4,0
2019-12-31T02:40:00Z,2019-12-31T02:30:00Z,PT10M,6.3,0,6.3,0
2019-12-31T02:50:00Z,2019-12-31T02:40:00Z,PT10M,6.2,0,6.2,0
2019-12-31T03:00:00Z,2019-12-31T02:50:00Z,PT10M,6.1,0,6.1,0
2019-12-31T03:10:00Z,2019-12-31T03:00:00Z,PT10M,6,0,6,0
2019-12-31T03:20:00Z,2019-12-31T03:10:00Z,PT10M,5.9,0,5.9,0
2019-12-31T03:30:00Z,2019-12-31T03:20:00Z,PT10M,5.9,0,5.9,0
2019-12-31T03:40:00Z,2019-12-31T03:30:00Z,PT10M,5.8,0,5.8,0
2019-12-31T03:50:00Z,2019-12-31T03:40:00Z,PT10M,5.8,0,5.8,0
2019-12-31T04:00:00Z,2019-12-31T03:50:00Z,PT10M,5.7,0,5.7,0
2019-12-31T04:10:00Z,2019-12-31T04:00:00Z,PT10M,5.7,0,5.7,0
2019-12-31T04:20:00Z,2019-12-31T04:10:00Z,PT10M,5.6,0,5.6,0
2019-12-31T04:30:00Z,2019-12-31T04:20:00Z,PT10M,5.6,0,5.6,0
2019-12-31T04:40:00Z,2019-12-31T04:30:00Z,PT10M,5.6,0,5.6,0
2019-12-31T04:50:00Z,2019-12-31T04:40:00Z,PT10M,5.6,0,5.6,0
2019-12-31T05:00:00Z,2019-12-31T04:50:00Z,PT10M,5.5,0,5.5,0
2019-12-31T05:10:00Z,2019-12-31T05:00:00Z,PT10M,5.5,0,5.5,0
2019-12-31T05:20:00Z,2019-12-31T05:10:00Z,PT10M,5.4,0,5.4,0
2019-12-31T05:30:00Z,2019-12-31T05:20:00Z,PT10M,5.4,0,5.4,0
2019-12-31T05:40:00Z,2019-12-31T05:30:00Z,PT10M,5.4,0,5.4,0
2019-12-31T05:50:00Z,2019-12-31T05:40:00Z,PT10M,5.4,0,5.4,0
2019-12-31T06:00:00Z,2019-12-31T05:50:00Z,PT10M,5.3,0,5.3,0
2019-12-31T06:10:00Z,2019-12-31T06:00:00Z,PT10M,5.3,0,5.3,0
2019-12-31T06:20:00Z,2019-12-31T06:10:00Z,PT10M,5.4,0,5.4,0
2019-12-31T06:30:00Z,2019-12-31T06:20:00Z,PT10M,5.4,0,5.4,0
2019-12-31T06:40:00Z,2019-12-31T06:30:00Z,PT10M,5.4,0,5.4,0
2019-12-31T06:50:00Z,2019-12-31T06:40:00Z,PT10M,5.4,0,5.4,0
2019-12-31T07:00:00Z,2019-12-31T06:50:00Z,PT10M,5.5,0,5.5,0
2019-12-31T07:10:00Z,2019-12-31T07:00:00Z,PT10M,5.5,0,5.5,0
2019-12-31T07:20:00Z,2019-12-31T07:10:00Z,PT10M,5.4,0,5.4,0
2019-12-31T07:30:00Z,2019-12-31T07:20:00Z,PT10M,5.3,0,5.3,0
2019-12-31T07:40:00Z,2019-12-31T07:30:00Z,PT10M,5.3,0,5.3,0
2019-12-31T07:50:00Z,2019-12-31T07:40:00Z,PT10M,5.2,0,5.2,0
2019-12-31T08:00:00Z,2019-12-31T07:50:00Z,PT10M,5.1,0,5.1,0
2019-12-31T08:10:00Z,2019-12-31T08:00:00Z,PT10M,5.1,0,5.1,0
2019-12-31T08:20:00Z,2019-12-31T08:10:00Z,PT10M,5.1,0,5.1,0
2019-12-31T08:30:00Z,2019-12-31T08:20:00Z,PT10M,5.1,0,5.1,0
2019-12-31T08:40:00Z,2019-12-31T08:30:00Z,PT10M,5,0,5,0
2019-12-31T08:50:00Z,2019-12-31T08:40:00Z,PT10M,5,0,5,0
2019-12-31T09:00:00Z,2019-12-31T08:50:00Z,PT10M,5,0,5,0
2019-12-31T09:10:00Z,2019-12-31T09:00:00Z,PT10M,4.9,0,4.9,0
2019-12-31T09:20:00Z,2019-12-31T09:10:00Z,PT10M,4.6,0,4.6,0
2019-12-31T09:30:00Z,2019-12-31T09:20:00Z,PT10M,4.3,0,4.3,0
2019-12-31T09:40:00Z,2019-12-31T09:30:00Z,PT10M,4.1,0,4.1,0
2019-12-31T09:50:00Z,2019-12-31T09:40:00Z,PT10M,3.8,0,3.8,0
2019-12-31T10:00:00Z,2019-12-31T09:50:00Z,PT10M,3.5,0,3.5,0
2019-12-31T10:10:00Z,2019-12-31T10:00:00Z,PT10M,3.4,0,3.4,0
2019-12-31T10:20:00Z,2019-12-31T10:10:00Z,PT10M,3.4,0,3.4,0
2019-12-31T10:30:00Z,2019-12-31T10:20:00Z,PT10M,3.4,0,3.4,0
2019-12-31T10:40:00Z,2019-12-31T10:30:00Z,PT10M,3.4,0,3.4,0
2019-12-31T10:50:00Z,2019-12-31T10:40:00Z,PT10M,3.4,0,3.4,0
2019-12-31T11:00:00Z,2019-12-31T10:50:00Z,PT10M,3.4,0,3.4,0
2019-12-31T11:10:00Z,2019-12-31T11:00:00Z,PT10M,3.4,0,3.4,0
2019-12-31T11:20:00Z,2019-12-31T11:10:00Z,PT10M,3.3,0,3.3,0
2019-12-31T11:30:00Z,2019-12-31T11:20:00Z,PT10M,3.3,0,3.3,0
2019-12-31T11:40:00Z,2019-12-31T11:30:00Z,PT10M,3.2,0,3.2,0
2019-12-31T11:50:00Z,2019-12-31T11:40:00Z,PT10M,3.2,0,3.2,0
2019-12-31T12:00:00Z,2019-12-31T11:50:00Z,PT10M,3.1,0,3.1,0
2019-12-31T12:10:00Z,2019-12-31T12:00:00Z,PT10M,3.1,0,3.1,0
2019-12-31T12:20:00Z,2019-12-31T12:10:00Z,PT10M,3.1,0,3.1,0
2019-12-31T12:30:00Z,2019-12-31T12:20:00Z,PT10M,3.1,0,3.1,0
2019-12-31T12:40:00Z,2019-12-31T12:30:00Z,PT10M,3.1,0,3.1,0
2019-12-31T12:50:00Z,2019-12-31T12:40:00Z,PT10M,3.1,0,3.1,0
2019-12-31T13:00:00Z,2019-12-31T12:50:00Z,PT10M,3.1,0,3.1,0
2019-12-31T13:10:00Z,2019-12-31T13:00:00Z,PT10M,3.1,2,3.1625,0
2019-12-31T13:20:00Z,2019-12-31T13:10:00Z,PT10M,3.2,41,4.48125,0
2019-12-31T13:30:00Z,2019-12-31T13:20:00Z,PT10M,3.2,96,6.2,0.0396
2019-12-31T13:40:00Z,2019-12-31T13:30:00Z,PT10M,3.3,81,5.83125,0.02349375
2019-12-31T13:50:00Z,2019-12-31T13:40:00Z,PT10M,3.3,47,4.76875,0
2019-12-31T14:00:00Z,2019-12-31T13:50:00Z,PT10M,3.4,53,5.05625,0
2019-12-31T14:10:00Z,2019-12-31T14:00:00Z,PT10M,3.5,70,5.6875,0.0120625
2019-12-31T14:20:00Z,2019-12-31T14:10:00Z,PT10M,3.7,78,6.1375,0.0214125
2019-12-31T14:30:00Z,2019-12-31T14:20:00Z,PT10M,3.9,93,6.80625,0.03841875
2019-12-31T14:40:00Z,2019-12-31T14:30:00Z,PT10M,4.2,94,7.1375,0.0404125
2019-12-31T14:50:00Z,2019-12-31T14:40:00Z,PT10M,4.4,84,7.025,0.030075
2019-12-31T15:00:00Z,2019-12-31T14:50:00Z,PT10M,4.6,111,8.06875,0.06020625
2019-12-31T15:10:00Z,2019-12-31T15:00:00Z,PT10M,4.7,265,12.98125,0.22894375
2019-12-31T15:20:00Z,2019-12-31T15:10:00Z,PT10M,4.8,543,21.76875,0.53330625
2019-12-31T15:30:00Z,2019-12-31T15:20:00Z,PT10M,4.9,657,25.43125,0.65829375
2019-12-31T15:40:00Z,2019-12-31T15:30:00Z,PT10M,5,639,24.96875,0.63890625
2019-12-31T15:50:00Z,2019-12-31T15:40:00Z,PT10M,5.1,713,27.38125,0.72014375
2019-12-31T16:00:00Z,2019-12-31T15:50:00Z,PT10M,5.2,781,29.60625,0.79481875
2019-12-31T16:10:00Z,2019-12-31T16:00:00Z,PT10M,5.3,806,30.4875,0.8224625
2019-12-31T16:20:00Z,2019-12-31T16:10:00Z,PT10M,5.4,794,30.2125,0.8096375
2019-12-31T16:30:00Z,2019-12-31T16:20:00Z,PT10M,5.6,851,32.19375,0.87258125
2019-12-31T16:40:00Z,2019-12-31T16:30:00Z,PT10M,5.7,870,32.8875,0.8936625
2019-12-31T16:50:00Z,2019-12-31T16:40:00Z,PT10M,5.9,886,33.5875,0.9117625
2019-12-31T17:00:00Z,2019-12-31T16:50:00Z,PT10M,6,893,33.90625,0.91971875
2019-12-31T17:10:00Z,2019-12-31T17:00:00Z,PT10M,6.2,911,34.66875,0.94000625
2019-12-31T17:20:00Z,2019-12-31T17:10:00Z,PT10M,6.3,878,33.7375,0.9042125
2019-12-31T17:30:00Z,2019-12-31T17:20:00Z,PT10M,6.4,930,35.4625,0.9613875
2019-12-31T17:40:00Z,2019-12-31T17:30:00Z,PT10M,6.6,935,35.81875,0.96745625
2019-12-31T17:50:00Z,2019-12-31T17:40:00Z,PT10M,6.7,938,36.0125,0.9710375
2019-12-31T18:00:00Z,2019-12-31T17:50:00Z,PT10M,6.8,939,36.14375,0.97243125
2019-12-31T18:10:00Z,2019-12-31T18:00:00Z,PT10M,6.9,937,36.18125,0.97054375
2019-12-31T18:20:00Z,2019-12-31T18:10:00Z,PT10M,7,933,36.15625,0.96646875
2019-12-31T18:30:00Z,2019-12-31T18:20:00Z,PT10M,7.1,926,36.0375,0.9591125
2019-12-31T18:40:00Z,2019-12-31T18:30:00Z,PT10M,7.2,917,35.85625,0.94956875
2019-12-31T18:50:00Z,2019-12-31T18:40:00Z,PT10M,7.3,906,35.6125,0.9378375
2019-12-31T19:00:00Z,2019-12-31T18:50:00Z,PT10M,7.4,893,35.30625,0.92391875
2019-12-31T19:10:00Z,2019-12-31T19:00:00Z,PT10M,7.5,877,34.90625,0.90671875
2019-12-31T19:20:00Z,2019-12-31T19:10:00Z,PT10M,7.6,859,34.44375,0.88733125
2019-12-31T19:30:00Z,2019-12-31T19:20:00Z,PT10M,7.7,839,33.91875,0.86575625
2019-12-31T19:40:00Z,2019-12-31T19:30:00Z,PT10M,7.8,816,33.3,0.8409
2019-12-31T19:50:00Z,2019-12-31T19:40:00Z,PT10M,7.9,792,32.65,0.81495
2019-12-31T20:00:00Z,2019-12-31T19:50:00Z,PT10M,8,765,31.90625,0.78571875
2019-12-31T20:10:00Z,2019-12-31T20:00:00Z,PT10M,8.1,737,31.13125,0.75539375
2019-12-31T20:20:00Z,2019-12-31T20:10:00Z,PT10M,8.1,706,30.1625,0.7214875
2019-12-31T20:30:00Z,2019-12-31T20:20:00Z,PT10M,8.2,674,29.2625,0.6867875
2019-12-31T20:40:00Z,2019-12-31T20:30:00Z,PT10M,8.2,639,28.16875,0.64850625
2019-12-31T20:50:00Z,2019-12-31T20:40:00Z,PT10M,8.2,602,27.0125,0.6080375
2019-12-31T21:00:00Z,2019-12-31T20:50:00Z,PT10M,8.3,564,25.925,0.566775
2019-12-31T21:10:00Z,2019-12-31T21:00:00Z,PT10M,8.2,523,24.54375,0.52163125
2019-12-31T21:20:00Z,2019-12-31T21:10:00Z,PT10M,8,481,23.03125,0.47509375
2019-12-31T21:30:00Z,2019-12-31T21:20:00Z,PT10M,7.9,436,21.525,0.425575
2019-12-31T21:40:00Z,2019-12-31T21:30:00Z,PT10M,7.7,391,19.91875,0.37575625
2019-12-31T21:50:00Z,2019-12-31T21:40:00Z,PT10M,7.6,344,18.35,0.32405
2019-12-31T22:00:00Z,2019-12-31T21:50:00Z,PT10M,7.4,295,16.61875,0.26985625
2019-12-31T22:10:00Z,2019-12-31T22:00:00Z,PT10M,7.2,244,14.825,0.213475
2019-12-31T22:20:00Z,2019-12-31T22:10:00Z,PT10M,7.1,162,12.1625,0.1234875
2019-12-31T22:30:00Z,2019-12-31T22:20:00Z,PT10M,7,74,9.3125,0.0269375
2019-12-31T22:40:00Z,2019-12-31T22:30:00Z,PT10M,6.9,12,7.275,0
2019-12-31T22:50:00Z,2019-12-31T22:40:00Z,PT10M,6.8,0,6.8,0
2019-12-31T23:00:00Z,2019-12-31T22:50:00Z,PT10M,6.7,0,6.7,0
2019-12-31T23:10:00Z,2019-12-31T23:00:00Z,PT10M,6.6,0,6.6,0
2019-12-31T23:20:00Z,2019-12-31T23:10:00Z,PT10M,6.5,0,6.5,0
2019-12-31T23:30:00Z,2019-12-31T23:20:00Z,PT10M,6.4,0,6.4,0
2019-12-31T23:40:00Z,2019-12-31T23:30:00Z,PT10M,6.2,0,6.2,0
2019-12-31T23:50:00Z,2019-12-31T23:40:00Z,PT10M,6.2,0,6.2,0
2020-01-01T00:00:00Z,2019-12-31T23:50:00Z,PT10M,6.1,0,6.1,0
2020-01-01T00:10:00Z,2020-01-01T00:00:00Z,PT10M,5.9,0,5.9,0
2020-01-01T00:20:00Z,2020-01-01T00:10:00Z,PT10M,5.8,0,5.8,0
2020-01-01T00:30:00Z,2020-01-01T00:20:00Z,PT10M,5.7,0,5.7,0
2020-01-01T00:40:00Z,2020-01-01T00:30:00Z,PT10M,5.6,0,5.6,0
2020-01-01T00:50:00Z,2020-01-01T00:40:00Z,PT10M,5.5,0,5.5,0
2020-01-01T01:00:00Z,2020-01-01T00:50:00Z,PT10M,5.4,0,5.4,0
2020-01-01T01:10:00Z,2020-01-01T01:00:00Z,PT10M,5.3,0,5.3,0
2020-01-01T01:20:00Z,2020-01-01T01:10:00Z,PT10M,5.2,0,5.2,0
2020-01-01T01:30:00Z,2020-01-01T01:20:00Z,PT10M,5.1,0,5.1,0
2020-01-01T01:40:00Z,2020-01-01T01:30:00Z,PT10M,5,0,5,0
2020-01-01T01:50:00Z,2020-01-01T01:40:00Z,PT10M,4.9,0,4.9,0
2020-01-01T02:00:00Z,2020-01-01T01:50:00Z,PT10M,4.8,0,4.8,0
2020-01-01T02:10:00Z,2020-01-01T02:00:00Z,PT10M,4.7,0,4.7,0
2020-01-01T02:20:00Z,2020-01-01T02:10:00Z,PT10M,4.5,0,4.5,0
2020-01-01T02:30:00Z,2020-01-01T02:20:00Z,PT10M,4.3,0,4.3,0
2020-01-01T02:40:00Z,2020-01-01T02:30:00Z,PT10M,4.2,0,4.2,0
2020-01-01T02:50:00Z,2020-01-01T02:40:00Z,PT10M,4,0,4,0
2020-01-01T03:00:00Z,2020-01-01T02:50:00Z,PT10M,3.8,0,3.8,0
2020-01-01T03:10:00Z,2020-01-01T03:00:00Z,PT10M,3.7,0,3.7,0
2020-01-01T03:20:00Z,2020-01-01T03:10:00Z,PT10M,3.6,0,3.6,0
2020-01-01T03:30:00Z,2020-01-01T03:20:00Z,PT10M,3.6,0,3.6,0
2020-01-01T03:40:00Z,2020-01-01T03:30:00Z,PT10M,3.5,0,3.5,0
2020-01-01T03:50:00Z,2020-01-01T03:40:00Z,PT10M,3.5,0,3.5,0
2020-01-01T04:00:00Z,2020-01-01T03:50:00Z,PT10M,3.4,0,3.4,0
2020-01-01T04:10:00Z,2020-01-01T04:00:00Z,PT10M,3.4,0,3.4,0
2020-01-01T04:20:00Z,2020-01-01T04:10:00Z,PT10M,3.4,0,3.4,0
2020-01-01T04:30:00Z,2020-01-01T04:20:00Z,PT10M,3.4,0,3.4,0
2020-01-01T04:40:00Z,2020-01-01T04:30:00Z,PT10M,3.3,0,3.3,0
2020-01-01T04:50:00Z,2020-01-01T04:40:00Z,PT10M,3.3,0,3.3,0
2020-01-01T05:00:00Z,2020-01-01T04:50:00Z,PT10M,3.3,0,3.3,0
2020-01-01T05:10:00Z,2020-01-01T05:00:00Z,PT10M,3.3,0,3.3,0
2020-01-01T05:20:00Z,2020-01-01T05:10:00Z,PT10M,3.4,0,3.4,0
2020-01-01T05:30:00Z,2020-01-01T05:20:00Z,PT10M,3.4,0,3.4,0
2020-01-01T05:40:00Z,2020-01-01T05:30:00Z,PT10M,3.4,0,3.4,0
2020-01-01T05:50:00Z,2020-01-01T05:40:00Z,PT10M,3.4,0,3.4,0
2020-01-01T06:00:00Z,2020-01-01T05:50:00Z,PT10M,3.5,0,3.5,0
2020-01-01T06:10:00Z,2020-01-01T06:00:00Z,PT10M,3.5,0,3.5,0
2020-01-01T06:20:00Z,2020-01-01T06:10:00Z,PT10M,3.6,0,3.6,0
2020-01-01T06:30:00Z,2020-01-01T06:20:00Z,PT10M,3.7,0,3.7,0
2020-01-01T06:40:00Z,2020-01-01T06:30:00Z,PT10M,3.7,0,3.7,0
2020-01-01T06:50:00Z,2020-01-01T06:40:00Z,PT10M,3.8,0,3.8,0
2020-01-01T07:00:00Z,2020-01-01T06:50:00Z,PT10M,3.9,0,3.9,0
2020-01-01T07:10:00Z,2020-01-01T07:00:00Z,PT10M,3.8,0,3.8,0
2020-01-01T07:20:00Z,2020-01-01T07:10:00Z,PT10M,3.7,0,3.7,0
2020-01-01T07:30:00Z,2020-01-01T07:20:00Z,PT10M,3.6,0,3.6,0
2020-01-01T07:40:00Z,2020-01-01T07:30:00Z,PT10M,3.5,0,3.5,0
2020-01-01T07:50:00Z,2020-01-01T07:40:00Z,PT10M,3.4,0,3.4,0
2020-01-01T08:00:00Z,2020-01-01T07:50:00Z,PT10M,3.3,0,3.3,0
2020-01-01T08:10:00Z,2020-01-01T08:00:00Z,PT10M,3.2,0,3.2,0
2020-01-01T08:20:00Z,2020-01-01T08:10:00Z,PT10M,3.1,0,3.1,0
2020-01-01T08:30:00Z,2020-01-01T08:20:00Z,PT10M,3.1,0,3.1,0
2020-01-01T08:40:00Z,2020-01-01T08:30:00Z,PT10M,3,0,3,0
2020-01-01T08:50:00Z,2020-01-01T08:40:00Z,PT10M,3,0,3,0
2020-01-01T09:00:00Z,2020-01-01T08:50:00Z,PT10M,2.9,0,2.9,0
2020-01-01T09:10:00Z,2020-01-01T09:00:00Z,PT10M,2.7,0,2.7,0
2020-01-01T09:20:00Z,2020-01-01T09:10:00Z,PT10M,2.3,0,2.3,0
2020-01-01T09:30:00Z,2020-01-01T09:20:00Z,PT10M,1.9,0,1.9,0
2020-01-01T09:40:00Z,2020-01-01T09:30:00Z,PT10M,1.5,0,1.5,0
2020-01-01T09:50:00Z,2020-01-01T09:40:00Z,PT10M,1.1,0,1.1,0
2020-01-01T10:00:00Z,2020-01-01T09:50:00Z,PT10M,0.7,0,0.7,0
2020-01-01T10:10:00Z,2020-01-01T10:00:00Z,PT10M,0.5,0,0.5,0
2020-01-01T10:20:00Z,2020-01-01T10:10:00Z,PT10M,0.5,0,0.5,0
2020-01-01T10:30:00Z,2020-01-01T10:20:00Z,PT10M,0.5,0,0.5,0
2020-01-01T10:40:00Z,2020-01-01T10:30:00Z,PT10M,0.5,0,0.5,0
2020-01-01T10:50:00Z,2020-01-01T10:40:00Z,PT10M,0.5,0,0.5,0
2020-01-01T11:00:00Z,2020-01-01T10:50:00Z,PT10M,0.5,0,0.5,0
2020-01-01T11:10:00Z,2020-01-01T11:00:00Z,PT10M,0.5,0,0.5,0
2020-01-01T11:20:00Z,2020-01-01T11:10:00Z,PT10M,0.5,0,0.5,0
2020-01-01T11:30:00Z,2020-01-01T11:20:00Z,PT10M,0.5,0,0.5,0
2020-01-01T11:40:00Z,2020-01-01T11:30:00Z,PT10M,0.4,0,0.4,0
2020-01-01T11:50:00Z,2020-01-01T11:40:00Z,PT10M,0.4,0,0.4,0
2020-01-01T12:00:00Z,2020-01-01T11:50:00Z,PT10M,0.4,0,0.4,0
2020-01-01T12:10:00Z,2020-01-01T12:00:00Z,PT10M,0.4,0,0.4,0
2020-01-01T12:20:00Z,2020-01-01T12:10:00Z,PT10M,0.4,0,0.4,0
2020-01-01T12:30:00Z,2020-01-01T12:20:00Z,PT10M,0.4,0,0.4,0
2020-01-01T12:40:00Z,2020-01-01T12:30:00Z,PT10M,0.4,0,0.4,0
2020-01-01T12:50:00Z,2020-01-01T12:40:00Z,PT10M,0.4,0,0.4,0
2020-01-01T13:00:00Z,2020-01-01T12:50:00Z,PT10M,0.4,0,0.4,0
2020-01-01T13:10:00Z,2020-01-01T13:00:00Z,PT10M,0.5,1,0.53125,0
2020-01-01T13:20:00Z,2020-01-01T13:10:00Z,PT10M,0.6,37,1.75625,0
2020-01-01T13:30:00Z,2020-01-01T13:20:00Z,PT10M,0.7,116,4.325,0.053975
2020-01-01T13:40:00Z,2020-01-01T13:30:00Z,PT10M,0.8,209,7.33125,0.15599375
2020-01-01T13:50:00Z,2020-01-01T13:40:00Z,PT10M,0.9,273,9.43125,0.22629375
2020-01-01T14:00:00Z,2020-01-01T13:50:00Z,PT10M,1,325,11.15625,0.28346875
2020-01-01T14:10:00Z,2020-01-01T14:00:00Z,PT10M,1.4,375,13.11875,0.33935625
2020-01-01T14:20:00Z,2020-01-01T14:10:00Z,PT10M,2.1,423,15.31875,0.39395625
2020-01-01T14:30:00Z,2020-01-01T14:20:00Z,PT10M,2.7,468,17.325,0.444975
2020-01-01T14:40:00Z,2020-01-01T14:30:00Z,PT10M,3.4,512,19.4,0.4952
2020-01-01T14:50:00Z,2020-01-01T14:40:00Z,PT10M,4,553,21.28125,0.54184375
2020-01-01T15:00:00Z,2020-01-01T14:50:00Z,PT10M,4.7,593,23.23125,0.58769375
2020-01-01T15:10:00Z,2020-01-01T15:00:00Z,PT10M,5.2,631,24.91875,0.63075625
2020-01-01T15:20:00Z,2020-01-01T15:10:00Z,PT10M,5.5,666,26.3125,0.6699375
2020-01-01T15:30:00Z,2020-01-01T15:20:00Z,PT10M,5.8,700,27.675,0.708025
2020-01-01T15:40:00Z,2020-01-01T15:30:00Z,PT10M,6.1,732,28.975,0.743925
2020-01-01T15:50:00Z,2020-01-01T15:40:00Z,PT10M,6.4,762,30.2125,0.7776375
2020-01-01T16:00:00Z,2020-01-01T15:50:00Z,PT10M,6.7,790,31.3875,0.8091625
2020-01-01T16:10:00Z,2020-01-01T16:00:00Z,PT10M,7.1,815,32.56875,0.83770625
2020-01-01T16:20:00Z,2020-01-01T16:10:00Z,PT10M,7.4,839,33.61875,0.86485625
2020-01-01T16:30:00Z,2020-01-01T16:20:00Z,PT10M,7.7,860,34.575,0.888725
2020-01-01T16:40:00Z,2020-01-01T16:30:00Z,PT10M,8,879,35.46875,0.91040625
2020-01-01T16:50:00Z,2020-01-01T16:40:00Z,PT10M,8.3,895,36.26875,0.92880625
2020-01-01T17:00:00Z,2020-01-01T16:50:00Z,PT10M,8.6,910,37.0375,0.9461125
2020-01-01T17:10:00Z,2020-01-01T17:00:00Z,PT10M,8.9,921,37.68125,0.95904375
2020-01-01T17:20:00Z,2020-01-01T17:10:00Z,PT10M,9.1,931,38.19375,0.97058125
2020-01-01T17:30:00Z,2020-01-01T17:20:00Z,PT10M,9.3,938,38.6125,0.9788375
2020-01-01T17:40:00Z,2020-01-01T17:30:00Z,PT10M,9.4,931,38.49375,0.97148125
2020-01-01T17:50:00Z,2020-01-01T17:40:00Z,PT10M,9.6,872,36.85,0.90755
2020-01-01T18:00:00Z,2020-01-01T17:50:00Z,PT10M,9.8,943,39.26875,0.98580625
2020-01-01T18:10:00Z,2020-01-01T18:00:00Z,PT10M,9.9,927,38.86875,0.96860625
2020-01-01T18:20:00Z,2020-01-01T18:10:00Z,PT10M,10,940,39.375,0.983125
2020-01-01T18:30:00Z,2020-01-01T18:20:00Z,PT10M,10.1,933,39.25625,0.97576875
2020-01-01T18:40:00Z,2020-01-01T18:30:00Z,PT10M,10.2,924,39.075,0.966225
2020-01-01T18:50:00Z,2020-01-01T18:40:00Z,PT10M,10.3,913,38.83125,0.95449375
2020-01-01T19:00:00Z,2020-01-01T18:50:00Z,PT10M,10.4,899,38.49375,0.93948125
2020-01-01T19:10:00Z,2020-01-01T19:00:00Z,PT10M,10.5,883,38.09375,0.92228125
2020-01-01T19:20:00Z,2020-01-01T19:10:00Z,PT10M,10.6,865,37.63125,0.90289375
2020-01-01T19:30:00Z,2020-01-01T19:20:00Z,PT10M,10.7,845,37.10625,0.88131875
2020-01-01T19:40:00Z,2020-01-01T19:30:00Z,PT10M,10.8,823,36.51875,0.85755625
2020-01-01T19:50:00Z,2020-01-01T19:40:00Z,PT10M,10.9,798,35.8375,0.8305125
2020-01-01T20:00:00Z,2020-01-01T19:50:00Z,PT10M,11,772,35.125,0.802375
2020-01-01T20:10:00Z,2020-01-01T20:00:00Z,PT10M,11.1,739,34.19375,0.76658125
2020-01-01T20:20:00Z,2020-01-01T20:10:00Z,PT10M,11.1,712,33.35,0.73705
2020-01-01T20:30:00Z,2020-01-01T20:20:00Z,PT10M,11.1,680,32.35,0.70205
2020-01-01T20:40:00Z,2020-01-01T20:30:00Z,PT10M,11.1,645,31.25625,0.66376875
2020-01-01T20:50:00Z,2020-01-01T20:40:00Z,PT10M,11.1,609,30.13125,0.62439375
2020-01-01T21:00:00Z,2020-01-01T20:50:00Z,PT10M,11.1,563,28.69375,0.57408125
2020-01-01T21:10:00Z,2020-01-01T21:00:00Z,PT10M,11,530,27.5625,0.5376875
2020-01-01T21:20:00Z,2020-01-01T21:10:00Z,PT10M,10.7,488,25.95,0.49085
2020-01-01T21:30:00Z,2020-01-01T21:20:00Z,PT10M,10.4,430,23.8375,0.4265125
2020-01-01T21:40:00Z,2020-01-01T21:30:00Z,PT10M,10.1,293,19.25625,0.27576875
2020-01-01T21:50:00Z,2020-01-01T21:40:00Z,PT10M,9.8,171,15.14375,0.14143125
2020-01-01T22:00:00Z,2020-01-01T21:50:00Z,PT10M,9.5,89,12.28125,0.05084375
2020-01-01T22:10:00Z,2020-01-01T22:00:00Z,PT10M,9.3,47,10.76875,0.00430625
2020-01-01T22:20:00Z,2020-01-01T22:10:00Z,PT10M,9.2,46,10.6375,0.0029125
2020-01-01T22:30:00Z,2020-01-01T22:20:00Z,PT10M,9,23,9.71875,0
2020-01-01T22:40:00Z,2020-01-01T22:30:00Z,PT10M,8.8,5,8.95625,0
2020-01-01T22:50:00Z,2020-01-01T22:40:00Z,PT10M,8.6,0,8.6,0
2020-01-01T23:00:00Z,2020-01-01T22:50:00Z,PT10M,8.5,0,8.5,0
2020-01-01T23:10:00Z,2020-01-01T23:00:00Z,PT10M,8.4,0,8.4,0
2020-01-01T23:20:00Z,2020-01-01T23:10:00Z,PT10M,8.3,0,8.3,0
2020-01-01T23:30:00Z,2020-01-01T23:20:00Z,PT10M,8.2,0,8.2,0
2020-01-01T23:40:00Z,2020-01-01T23:30:00Z,PT10M,8.2,0,8.2,0
2020-01-01T23:50:00Z,2020-01-01T23:40:00Z,PT10M,8.1,0,8.1,0
